	logFC	logCPM	F	PValue	FDR
Tatro_006098-T1	-0.647736770620395	7.39495401058301	14.0937370342349	0.0011116088373229	0.0220729796212653
Tatro_000868-T1	-1.05960518995477	2.10520181038407	14.0926563197995	0.00111199508100903	0.0220729796212653
Tatro_008931-T1	-1.66336714095282	1.99302167154924	14.0482738451244	0.00112798523373716	0.0222919631247572
Tatro_000002-T1	-2.50267554988587	2.02867699168261	14.0053552308063	0.00114368840287889	0.0225037628101952
Tatro_000364-T1	-4.52344244075588	1.92549558928262	13.9518045715492	0.00116361919318287	0.0228455541159398
Tatro_001297-T1	-1.09094125229458	3.99238006556791	13.942053487414	0.0011672892939063	0.0228676804592712
Tatro_004223-T1	-0.817205892334994	5.74169532806746	13.879202641957	0.00119125223040792	0.0230804534200327
Tatro_009925-T1	-0.709230322465157	7.18318833132346	13.8016979397176	0.00122154896081802	0.0235313603040624
Tatro_010373-T1	-1.07254937000526	2.14047955612186	13.7418754574088	0.00124551244438713	0.0238290380849556
Tatro_004849-T1	-0.637321814323799	6.29851389078136	13.6899906107441	0.00126671475998203	0.0240462904822975
Tatro_005835-T1	-0.838274100950032	6.51148929874501	13.6879306471166	0.00126756468956951	0.0240462904822975
Tatro_010507-T1	-0.699051769820114	5.89538373135454	13.647224305422	0.00128448903882951	0.0242584748248432
Tatro_006513-T1	-2.8126918157483	2.64114239741126	13.619123668298	0.00129631711441677	0.0242584748248432
Tatro_010359-T1	-2.01150105262273	1.41429314658974	13.6102953676787	0.00130005776552192	0.0242584748248432
Tatro_005986-T1	-0.601409362458248	9.27501107491356	13.6040975315732	0.00130269094205248	0.0242584748248432
Tatro_008207-T1	-0.944062620185291	6.45012892503722	13.5516933219082	0.00132519072526258	0.0245107607737743
Tatro_002134-T1	-0.694599587741588	6.95992427874717	13.4928434773837	0.00135096810045271	0.0248149960229158
Tatro_009246-T1	-2.26844021215098	4.42698127004729	13.4913436907303	0.00135163219328596	0.0248149960229158
Tatro_005972-T1	-1.00092836711813	4.01404498704841	13.4158439501588	0.00138553079380439	0.0252200261090871
Tatro_008148-T1	-0.589629286780231	7.83851578455493	13.3515675861168	0.00141512697099055	0.0256548825063448
Tatro_009173-T1	-0.621162733116196	6.29669460843777	13.3451297813093	0.00141812932560715	0.0256575832914678
Tatro_004806-T1	-0.754740692631938	8.7985274082392	13.2627633298035	0.00145716589068253	0.0262105412445837
Tatro_003064-T1	-1.15497793122813	7.24383832454099	13.258278946707	0.00145932484006297	0.0262105412445837
Tatro_005746-T1	-1.28035734761118	7.42412136963718	13.2337806194251	0.00147118146654137	0.0262477455300397
Tatro_000578-T1	-0.661707131653634	6.53822366391544	13.225449794857	0.00147523747770272	0.0262679908901046
Tatro_006278-T1	-0.704623396856274	5.47090549597184	13.1972350757745	0.00148906585534495	0.0263357386400754
Tatro_007533-T1	-0.91621752263141	5.68406649426009	13.1938034119407	0.00149075744748648	0.0263357386400754
Tatro_002820-T1	-1.5157989658725	4.11437337108808	13.179592807186	0.00149778488260708	0.0263871703516398
Tatro_001220-T1	-0.970945548207781	6.5234104297568	13.1743698969465	0.0015003768596635	0.0263871703516398
Tatro_000624-T1	-1.0901467661796	3.25981929510312	13.1701546981962	0.00150247233318946	0.0263871703516398
Tatro_006591-T1	-1.11595724837151	4.76924758220467	13.1570130425068	0.00150902602493202	0.0264506082186914
Tatro_010003-T1	-1.06847116875264	3.45774378044152	13.0860380523505	0.00154496832959622	0.027027928443053
Tatro_002942-T1	-0.719199281545719	6.47250310068415	13.0636972062239	0.00155647576785857	0.0271533283162987
Tatro_003611-T1	-0.70612126428208	6.68239416465203	13.060411979266	0.0015581758686844	0.0271533283162987
Tatro_004378-T1	-0.605635932614029	5.87216690438509	13.0465938299329	0.00156534911996918	0.0272166296335378
Tatro_000400-T1	-1.35732429541685	3.02362659572638	13.013512337159	0.00158267020306087	0.0274207523428195
Tatro_006360-T1	-0.823910252118369	3.79447386318679	12.9795869954924	0.00160065213348762	0.0275729195101929
Tatro_001265-T1	-0.921512153927681	4.09138874121302	12.9272082227344	0.001628857723493	0.0278984545707601
Tatro_009182-T1	-1.10256018038431	4.58450868263167	12.8807257943691	0.00165434607097902	0.0282274760346173
Tatro_011385-T1	-0.720390160364631	8.36095343497329	12.8165358499902	0.00169026771074608	0.0284703925958303
Tatro_008429-T1	-0.793010345030209	3.58362780257098	12.8156910025578	0.00169074617951217	0.0284703925958303
Tatro_000990-T1	-1.25621514104578	3.40768770911572	12.73498672997	0.00173714579514113	0.0290882960705942
Tatro_009010-T1	-1.02785599657361	7.66364520589829	12.6971081319681	0.00175940463929693	0.0293517004017774
Tatro_011588-T1	-1.16262903954539	4.36665410108764	12.6843150728159	0.00176699298219035	0.0293693177372563
Tatro_000820-T1	-0.665941623887277	3.42401226916799	12.6531035962285	0.0017856578117338	0.0295702302819712
Tatro_002556-T1	-0.745539524758759	6.453108533547	12.6314781794458	0.00179871714068982	0.0297317362666965
Tatro_007323-T1	-1.05031698414565	4.10308123945277	12.6085184676481	0.00181269725021703	0.0298268165781765
Tatro_000495-T1	-0.605430244151926	5.37182900923628	12.5783486381765	0.00183124950847009	0.0298849284576463
Tatro_001425-T1	-1.08233758192099	4.99099587744923	12.5088023136017	0.00187481573908504	0.030266325181064
Tatro_000943-T1	-0.864618224107552	4.55045258108368	12.4837353614674	0.00189079689932054	0.0303630461780258
Tatro_005683-T1	-0.932327982759477	5.19045796529476	12.414252293653	0.00193588346892357	0.0309289902609301
Tatro_004926-T1	-0.631678112738698	7.18517764757326	12.4133122421123	0.00193650150321438	0.0309289902609301
Tatro_005627-T1	-1.32492374171888	5.50157580295878	12.4010975094393	0.00194455180038558	0.0310024996260055
Tatro_009267-T1	-0.98429628445908	5.4669028707016	12.3925927201943	0.00195017873394285	0.0310371808417949
Tatro_006706-T1	-0.893472728595479	3.21939848263517	12.3093847726015	0.00200618515818941	0.031650344077295
Tatro_004627-T1	-2.31601393176641	0.12951164170208	12.298932195855	0.00201334484121583	0.031650344077295
Tatro_002480-T1	-1.09869501623069	3.02807608403138	12.2778545085283	0.00202786800044184	0.0317524656338471
Tatro_002479-T1	-1.14891552496878	5.12241406715963	12.2349976623866	0.00205775424125187	0.03199050978735
Tatro_008846-T1	-1.23712294903244	2.90146259339387	12.1936645651715	0.00208703733551902	0.0323005847177058
Tatro_010816-T1	-2.03721893653167	0.771564006040565	12.1443620995572	0.00212256733279071	0.0326899983237688
Tatro_003226-T1	-0.676827361493534	4.82362587342732	12.1436231789726	0.00212310487334086	0.0326899983237688
Tatro_005796-T1	-0.680240711146437	7.44851887827142	12.1173980031879	0.00214228012907822	0.0328710149964914
Tatro_000356-T1	-1.27690702705386	6.03024147982374	12.1076127271058	0.00214948363188801	0.0328710149964914
Tatro_005721-T1	-0.844696994123512	6.57752462797228	12.0541876537723	0.00218928569230102	0.0332290108903721
Tatro_000219-T1	-0.615868321327932	4.82873117272355	12.0539115205404	0.00218949350784453	0.0332290108903721
Tatro_008261-T1	-1.06579515233284	5.24018738773176	12.0516766390871	0.002191176259496	0.0332290108903721
Tatro_011028-T1	-0.698501712833342	5.65724971660398	12.0136757387195	0.00222000783251594	0.0335501015629972
Tatro_003425-T1	-0.588098827387133	5.59840452157634	11.9741441940074	0.00225044424821979	0.0337947903616965
Tatro_011256-T1	-3.28609070709452	0.453233272865968	11.9437968661028	0.00227412096694734	0.0339682653401835
Tatro_009085-T1	-0.650597628603089	5.64601949820203	11.8934706203184	0.00231399140371199	0.0343356612247166
Tatro_003059-T1	-0.776173546964838	11.4325858022327	11.8436698876778	0.00235420379763734	0.0348174351124259
Tatro_009485-T1	-0.813546880720335	3.22470387277835	11.7874626753375	0.00240051519099858	0.0352703147017307
Tatro_006405-T1	-0.64386448265128	4.69235692039623	11.7370729606612	0.00244288642508332	0.0356597966466709
Tatro_006111-T1	-0.585317870439485	3.49812315632143	11.7124669442065	0.00246387539049115	0.0358497856169845
Tatro_001061-T1	-1.84528212250168	0.509749026183326	16.4476020223224	0.00247313580497904	0.0359263928245097
Tatro_009219-T1	-1.5233749375767	3.16248252899512	11.5703597054421	0.0025890434903845	0.0371302696420054
Tatro_002578-T1	-0.824146184016141	7.9256302424387	11.5335168073925	0.00262262588862776	0.0374922925127834
Tatro_001561-T1	-1.27302496009375	1.20934918108558	11.5239439115143	0.00263142987552987	0.037558440382166
Tatro_000889-T1	-2.28349329503295	2.75000108553608	11.5191996764349	0.00263580509740199	0.0375612669347681
Tatro_007481-T1	-0.866113643048301	3.39108455453657	11.5125467886438	0.00264195400628771	0.0375893202919923
Tatro_006732-T1	-0.903487774296821	3.8076831606006	11.4991163527752	0.00265441520379428	0.0375944886696489
Tatro_004214-T1	-0.677831798120794	6.19927949568744	11.4918246218717	0.00266120779491259	0.0376251265595188
Tatro_003771-T1	-0.719340289849681	7.52049832309378	11.4791150918747	0.00267309310280771	0.0377338354481113
Tatro_005674-T1	-1.64422661746312	1.64799740935251	11.4396576649053	0.00271036551251417	0.0380415493616289
Tatro_003325-T1	-1.82035559931771	1.78103672342805	11.4224481124404	0.00272680090979406	0.038192202150885
Tatro_010442-T1	-0.882071600021143	5.30572808627689	11.3960498747641	0.00275222525612622	0.038225379356849
Tatro_000579-T1	-1.57900323869607	2.55677987138251	11.3195400854262	0.00282739846601858	0.0391137953945216
Tatro_000998-T1	-0.60064266916003	6.5821771670781	11.2906370556091	0.00285638244850033	0.0393332174225344
Tatro_003760-T1	-0.640706008409872	10.2961628321058	11.2757311917575	0.00287145778524376	0.0393599823245608
Tatro_011396-T1	-1.00804629546935	3.00150000167754	11.2228397674983	0.00292566163735914	0.0399204088666668
Tatro_011357-T1	-1.41411345289316	1.96956392047406	11.1755748308109	0.00297505360432371	0.0404103957856175
Tatro_005234-T1	-0.813938849203082	5.98531535882664	11.168049571762	0.00298300190844149	0.0404572445862834
Tatro_000727-T1	-2.36019760492933	0.0157478008472008	11.1590063208345	0.00299258448833988	0.0405260839143859
Tatro_000363-T1	-2.54183848764447	5.53466440140311	11.1330564722721	0.00302027065421216	0.0408395093574071
Tatro_008347-T1	-0.642115433661066	4.24088549746882	11.1188522162255	0.00303554468122577	0.0409451837694186
Tatro_010682-T1	-0.572039785108415	6.00509241810228	11.0836935861347	0.00307371834405128	0.0412337190935694
Tatro_005591-T1	-0.716494142004289	6.92320469770115	11.031847990812	0.0031309780540407	0.0417472250612525
Tatro_008590-T1	-0.844305070199028	3.25726983970618	10.9907799359999	0.00317716883588053	0.0422619854618901
Tatro_008002-T1	-0.897768511108212	9.19255721112198	10.9759245911814	0.00319406161769743	0.04242393215116
Tatro_005583-T1	-0.71575396913061	5.25805952817317	10.8461292357516	0.00334593952319089	0.0441881091112668
Tatro_000312-T1	-0.91196136318797	4.05507659561533	10.8200559931969	0.00337739840280252	0.0444649581815523
Tatro_003798-T1	-0.590705588509223	5.92114380849895	10.7310005911119	0.00348733096175878	0.0454923585357741
Tatro_010888-T1	-1.26987453039312	3.10089309561005	10.6861635696569	0.00354416646309967	0.0459557713690181
Tatro_001517-T1	-0.590573956750427	5.72323916786726	10.6601874610775	0.00357756024090775	0.0461619945806593
Tatro_003609-T1	-1.21582926670036	4.01406243266972	10.6188015533017	0.00363148270040393	0.0466736643181958
Tatro_006704-T1	-0.976651462218342	3.1109603433741	10.6139208885655	0.00363790062037347	0.0466736643181958
Tatro_000299-T1	-0.93233784932703	4.69580529664841	10.6133940374371	0.00363859416003728	0.0466736643181958
Tatro_009422-T1	-0.722839466745698	3.20413563395023	10.5848154925948	0.00367643376891683	0.0468914786526244
Tatro_002350-T1	-0.971869078352226	3.39290112399884	10.5657854217432	0.00370187109735691	0.0470840511707436
Tatro_007244-T1	-0.615002505800635	5.48994929092292	10.5431579959386	0.00373236970844375	0.0474032039806867
Tatro_002272-T1	-0.594658480662756	7.29083476633574	10.488829015121	0.0038067344379524	0.0481796479191743
Tatro_006869-T1	-1.61930061261362	1.76603651316146	10.3869757850105	0.00395059018866638	0.0495449190745998
Tatro_001406-T1	-1.05031508986317	8.58363156090652	10.3728195171611	0.00397105426348693	0.0497322004697415
